smiles,logP,mol,num_of_C_atoms,num_of_O_atoms,num_of_N_atoms,num_of_S_atoms,num_of_Cl_atoms,num_of_P_atoms,num_of_F_atoms,num_of_I_atoms,num_of_Br_atoms,num_of_atoms,tpsa,mol_w,num_valence_electrons,num_heteroatoms,num_H_donors,num_H_acceptors
CC(C[CH2])CO,1.2,<rdkit.Chem.rdchem.Mol object at 0x140946f80>,5,1,0,0,0,0,0,0,0,17,20.23,87.080989972,37,1,1,1
C([C@H](CBr)O)N,-0.6,<rdkit.Chem.rdchem.Mol object at 0x140946fe0>,3,1,1,0,0,0,0,0,1,14,46.25,152.978925976,38,3,2,2
C(C(CO)OO)O,-1.7,<rdkit.Chem.rdchem.Mol object at 0x140947040>,3,4,0,0,0,0,0,0,0,15,69.92,108.04225873600001,44,4,3,4
CP(C)NI,0.0,<rdkit.Chem.rdchem.Mol object at 0x1409470a0>,2,0,1,0,0,1,0,1,0,12,12.03,202.93608385399997,32,3,1,1
CC(C)P(C)O,0.2,<rdkit.Chem.rdchem.Mol object at 0x140947100>,4,1,0,0,0,1,0,0,0,17,20.23,106.054751602,38,2,1,1
COCCCNC[CH],0.4,<rdkit.Chem.rdchem.Mol object at 0x140947160>,6,1,1,0,0,0,0,0,0,21,21.259999999999998,115.099714036,48,2,1,2
CCCNCNO,-0.1,<rdkit.Chem.rdchem.Mol object at 0x1409471c0>,4,1,2,0,0,0,0,0,0,19,44.29,104.094963004,44,3,3,3
CNOCS,0.2,<rdkit.Chem.rdchem.Mol object at 0x140947220>,2,1,1,1,0,0,0,0,0,12,21.259999999999998,93.024834844,32,3,2,3
CN(OCO)Cl,0.1,<rdkit.Chem.rdchem.Mol object at 0x140947280>,2,2,1,0,1,0,0,0,0,12,32.7,111.008706112,38,4,1,3
C(NC=O)S,-0.1,<rdkit.Chem.rdchem.Mol object at 0x1409472e0>,2,1,1,1,0,0,0,0,0,10,29.1,91.00918478,30,3,2,2
[2H]C1=CC=C(C(=C1[2H])[2H])[2H],2.1,<rdkit.Chem.rdchem.Mol object at 0x140947340>,6,0,0,0,0,0,0,0,0,12,0.0,82.07205717599999,30,0,0,0
C1=C[C-](C=C1)O,0.8,<rdkit.Chem.rdchem.Mol object at 0x1409473a0>,5,1,0,0,0,0,0,0,0,11,20.23,81.03458835991,32,1,1,1
CCC(C)CO[OH2+],1.3,<rdkit.Chem.rdchem.Mol object at 0x140947400>,5,2,0,0,0,0,0,0,0,20,32.129999999999995,105.09100607609,44,2,0,1
C(F)[P+](F)(F)F,2.0,<rdkit.Chem.rdchem.Mol object at 0x140947460>,1,0,0,0,0,1,4,0,0,8,0.0,120.98247599409,38,5,0,0
CC=CCNC,0.7,<rdkit.Chem.rdchem.Mol object at 0x1409474c0>,5,0,1,0,0,0,0,0,0,17,12.03,85.08914935199999,36,1,1,1
C(C(CO)NP)O,-1.6,<rdkit.Chem.rdchem.Mol object at 0x140947520>,3,2,1,0,0,1,0,0,0,17,52.489999999999995,123.04491519,44,4,3,3
CC(C)NCCF,0.9,<rdkit.Chem.rdchem.Mol object at 0x140947580>,5,0,1,0,0,0,1,0,0,19,12.03,105.09537760399999,44,2,1,1
C([C@H](CBr)F)Cl,2.0,<rdkit.Chem.rdchem.Mol object at 0x1409475e0>,3,0,0,0,1,0,1,0,1,11,0.0,173.92471816,38,3,0,0
C[C@@H](C(C)N)O,-0.5,<rdkit.Chem.rdchem.Mol object at 0x140947640>,4,1,1,0,0,0,0,0,0,17,46.25,89.084063972,38,2,2,2
CCCC[NH2+]CCO,0.4,<rdkit.Chem.rdchem.Mol object at 0x1409476a0>,6,1,1,0,0,0,0,0,0,24,36.84,118.12264055208999,50,2,2,1
C=NNBr,2.1,<rdkit.Chem.rdchem.Mol object at 0x140947700>,1,0,2,0,0,0,0,0,1,7,24.39,121.947960196,24,3,1,2
C(CO)C(F)Cl,1.0,<rdkit.Chem.rdchem.Mol object at 0x140947760>,3,1,0,0,1,0,1,0,0,12,20.23,112.009120712,38,3,1,1
C([C@H](CBr)Br)Cl,2.4,<rdkit.Chem.rdchem.Mol object at 0x1409477c0>,3,0,0,0,1,0,0,0,2,11,0.0,233.84465204,38,3,0,0
C(CI)C(O)Br,1.9,<rdkit.Chem.rdchem.Mol object at 0x140947820>,3,1,0,0,0,0,0,1,1,12,20.23,263.86467491200017,38,3,1,1
C(N(CF)CF)F,1.6,<rdkit.Chem.rdchem.Mol object at 0x140947880>,3,0,1,0,0,0,3,0,0,13,3.24,113.045233852,44,4,0,1
CC(C)OOCCl,1.6,<rdkit.Chem.rdchem.Mol object at 0x1409478e0>,4,2,0,0,1,0,0,0,0,16,18.46,124.029107208,44,3,0,2
C1PPPPP1,-0.7,<rdkit.Chem.rdchem.Mol object at 0x140947940>,1,0,0,0,0,5,0,0,0,13,0.0,173.923583374,36,5,0,0
[CH-](C(F)F)F,1.4,<rdkit.Chem.rdchem.Mol object at 0x1409479a0>,2,0,0,0,0,0,3,0,0,7,0.0,83.01140830391,32,3,0,0
CCCCOCCF,1.9,<rdkit.Chem.rdchem.Mol object at 0x140947a00>,6,1,0,0,0,0,1,0,0,21,9.23,120.095043256,50,2,0,1
CC(C)O[PH3+],0.7,<rdkit.Chem.rdchem.Mol object at 0x140947a60>,3,1,0,0,0,1,0,0,0,15,9.23,93.04637799009,32,2,0,1
C1CO[PH2+]OC1,0.1,<rdkit.Chem.rdchem.Mol object at 0x140947ac0>,3,2,0,0,0,1,0,0,0,14,18.46,107.02564254609,36,3,0,2
[2H]C(CCO)C(C)C,1.6,<rdkit.Chem.rdchem.Mol object at 0x140947b20>,6,1,0,0,0,0,0,0,0,21,20.23,103.110741814,44,1,1,1
CCCNCC[CH2],1.7,<rdkit.Chem.rdchem.Mol object at 0x140947b80>,6,0,1,0,0,0,0,0,0,21,12.03,100.11262444799999,43,1,1,1
CCCNC(N)N,-0.9,<rdkit.Chem.rdchem.Mol object at 0x140947be0>,4,0,3,0,0,0,0,0,0,20,64.07,103.11094741599999,44,3,3,3
C1=CSN=[NH+]1,1.1,<rdkit.Chem.rdchem.Mol object at 0x140947c40>,2,0,2,1,0,0,0,0,0,8,27.03,87.00114551608999,26,3,0,2
C(P)P(P)P,-0.5,<rdkit.Chem.rdchem.Mol object at 0x140947ca0>,1,0,0,0,0,4,0,0,0,13,0.0,143.957646776,32,4,0,0
C(=NO)Br,1.1,<rdkit.Chem.rdchem.Mol object at 0x140947d00>,1,1,1,0,0,0,0,0,1,6,32.59,122.931975784,24,3,1,2
CNCC(O)O,-1.4,<rdkit.Chem.rdchem.Mol object at 0x140947d60>,3,2,1,0,0,0,0,0,0,15,52.489999999999995,91.063328528,38,3,3,3
CN(C)P(C)F,0.7,<rdkit.Chem.rdchem.Mol object at 0x140947dc0>,3,0,1,0,0,1,1,0,0,15,3.24,109.04566413799999,38,3,0,1
[2H]C([2H])(C([2H])([2H])Cl)C([2H])([2H])Br,1.9,<rdkit.Chem.rdchem.Mol object at 0x140947e20>,3,0,0,0,1,0,0,0,1,11,0.0,161.971800448,32,2,0,0
CC(C)O[C](C)C,1.5,<rdkit.Chem.rdchem.Mol object at 0x140947e80>,6,1,0,0,0,0,0,0,0,20,9.23,101.096640036,43,1,0,1
C(C(Cl)Cl)N,0.6,<rdkit.Chem.rdchem.Mol object at 0x140947ee0>,2,0,1,0,2,0,0,0,0,10,26.02,112.97990451999999,32,3,1,1
CCC(CCl)O,1.1,<rdkit.Chem.rdchem.Mol object at 0x140947f40>,4,1,0,0,1,0,0,0,0,15,20.23,108.034192588,38,2,1,1
C(C(F)I)F,1.7,<rdkit.Chem.rdchem.Mol object at 0x140947fa0>,2,0,0,0,0,0,2,1,0,8,0.0,191.924754536,32,3,0,0
C(/C=C\I)I,2.6,<rdkit.Chem.rdchem.Mol object at 0x140973ee0>,3,0,0,0,0,0,0,2,0,9,0.0,293.8402461280001,30,2,0,0
CSSCCl,1.6,<rdkit.Chem.rdchem.Mol object at 0x140973fa0>,2,0,0,2,1,0,0,0,0,10,0.0,127.95211984,32,3,0,2
[CH2-][NH2+]C(CO)CO,-1.5,<rdkit.Chem.rdchem.Mol object at 0x140973f40>,4,2,1,0,0,0,0,0,0,18,57.07000000000001,105.078978592,44,3,3,2
[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])Br,4.4,<rdkit.Chem.rdchem.Mol object at 0x140973e80>,7,0,0,0,0,0,0,0,1,23,0.0,193.12986377,50,1,0,0
CI=CI,1.3,<rdkit.Chem.rdchem.Mol object at 0x140973d60>,2,0,0,0,0,0,0,2,0,8,0.0,281.8402461280001,26,2,0,0
C(CP)OF,0.3,<rdkit.Chem.rdchem.Mol object at 0x140973e20>,2,1,0,0,0,1,1,0,0,11,9.23,96.014029662,32,3,0,1
[2H]C1=CC(=C(C=N1)[2H])[2H],0.7,<rdkit.Chem.rdchem.Mol object at 0x140973dc0>,5,0,1,0,0,0,0,0,0,11,12.89,82.06102939799999,30,1,0,1
C1C[CH]CSC1,1.7,<rdkit.Chem.rdchem.Mol object at 0x140973d00>,5,0,0,1,0,0,0,0,0,15,0.0,101.042496288,35,1,0,1
C(CNN)CCl,0.0,<rdkit.Chem.rdchem.Mol object at 0x140973be0>,3,0,2,0,1,0,0,0,0,15,38.05,108.04542596799999,38,3,2,2
CCCC(S)Cl,2.5,<rdkit.Chem.rdchem.Mol object at 0x140973ca0>,4,0,0,1,1,0,0,0,0,15,0.0,124.011348968,38,2,1,1
[3H]CCCOCC,1.3,<rdkit.Chem.rdchem.Mol object at 0x140973c40>,5,1,0,0,0,0,0,0,0,18,9.23,90.09703925,38,1,0,1
[2H]C1=CC=CC=N1,0.7,<rdkit.Chem.rdchem.Mol object at 0x140973b80>,5,0,1,0,0,0,0,0,0,11,12.89,80.048475906,30,1,0,1
[2H]C1=CC=NC=N1,-0.4,<rdkit.Chem.rdchem.Mol object at 0x140973a60>,4,0,2,0,0,0,0,0,0,10,25.78,81.04372487399999,30,2,0,2
C([S-])I,1.3,<rdkit.Chem.rdchem.Mol object at 0x140973b20>,1,0,0,1,0,0,0,1,0,5,0.0,172.89274264391,20,2,0,1
CCC(CC)NCC,2.0,<rdkit.Chem.rdchem.Mol object at 0x140973ac0>,7,0,1,0,0,0,0,0,0,25,12.03,115.13609954399999,50,1,1,1
C(CF)OC(F)F,1.4,<rdkit.Chem.rdchem.Mol object at 0x140973a00>,3,1,0,0,0,0,3,0,0,12,9.23,114.02924944,44,4,0,1
CC[C@H](C)NCl,1.4,<rdkit.Chem.rdchem.Mol object at 0x1409738e0>,4,0,1,0,1,0,0,0,0,16,12.03,107.05017699999999,38,2,1,1
[2H]COCC(C)O,-0.2,<rdkit.Chem.rdchem.Mol object at 0x1409739a0>,4,2,0,0,0,0,0,0,0,16,29.46,91.074356306,38,2,1,2
C([I-]NO)[I-]F,1.4,<rdkit.Chem.rdchem.Mol object at 0x140973940>,1,1,1,0,0,0,1,2,0,10,32.26,318.8377351278201,42,5,2,2
C1CCSNC1,0.7,<rdkit.Chem.rdchem.Mol object at 0x140973880>,4,0,1,1,0,0,0,0,0,15,12.03,103.045570288,36,2,1,2
CCC(C)SSS,2.7,<rdkit.Chem.rdchem.Mol object at 0x140973760>,4,0,0,3,0,0,0,0,0,17,0.0,153.99446332,44,3,1,3
CSC(O)O,-0.2,<rdkit.Chem.rdchem.Mol object at 0x140973820>,2,2,0,1,0,0,0,0,0,11,40.46,94.008850432,32,3,2,3
CC([CH2])Br,1.8,<rdkit.Chem.rdchem.Mol object at 0x1409737c0>,3,0,0,0,0,0,0,0,1,10,0.0,120.965287292,25,1,0,0
C=CSCF,1.8,<rdkit.Chem.rdchem.Mol object at 0x140973700>,3,0,0,1,0,0,1,0,0,10,0.0,92.00959938,30,2,0,1
C[C@@H](CO)NN,-1.2,<rdkit.Chem.rdchem.Mol object at 0x1409735e0>,3,1,2,0,0,0,0,0,0,16,58.28,90.07931294,38,3,3,3
C[C@H](C(C)C)S,2.3,<rdkit.Chem.rdchem.Mol object at 0x1409736a0>,5,0,0,1,0,0,0,0,0,18,0.0,104.065971384,38,1,1,1
C(CBr)OP,0.7,<rdkit.Chem.rdchem.Mol object at 0x140973640>,2,1,0,0,0,1,0,0,1,11,9.23,155.93396354200001,32,3,0,1
CCO[C@H](C)CBr,1.6,<rdkit.Chem.rdchem.Mol object at 0x140973580>,5,1,0,0,0,0,0,0,1,18,9.23,165.999327072,44,2,0,1
CC(C)[CH]C(C)C,3.4,<rdkit.Chem.rdchem.Mol object at 0x140973460>,7,0,0,0,0,0,0,0,0,22,0.0,99.11737547999999,43,0,0,0
C1=CP=NO1,0.0,<rdkit.Chem.rdchem.Mol object at 0x140973520>,2,1,1,0,0,1,0,0,0,7,26.03,86.987400314,26,3,0,2
CC[C@H](C)CCS,2.7,<rdkit.Chem.rdchem.Mol object at 0x1409734c0>,6,0,0,1,0,0,0,0,0,21,0.0,118.08162144799999,44,1,1,1
CCP=P,0.0,<rdkit.Chem.rdchem.Mol object at 0x140973400>,2,0,0,0,0,2,0,0,0,10,0.0,91.994473452,24,2,0,0
C(CNI)CSO,0.3,<rdkit.Chem.rdchem.Mol object at 0x1409732e0>,3,1,1,1,0,0,0,1,0,15,32.26,232.937132876,44,4,2,3
C=CCPI,1.4,<rdkit.Chem.rdchem.Mol object at 0x1409733a0>,3,0,0,0,0,1,0,1,0,11,0.0,199.925184822,30,2,0,0
CN(C)OBr,1.3,<rdkit.Chem.rdchem.Mol object at 0x140973340>,2,1,1,0,0,0,0,0,1,11,12.47,138.963275912,32,3,0,2
CN([CH])CCO,-0.4,<rdkit.Chem.rdchem.Mol object at 0x140973280>,4,1,1,0,0,0,0,0,0,15,23.47,87.068413908,36,2,1,2
C(CNCN)N,-2.0,<rdkit.Chem.rdchem.Mol object at 0x140973160>,3,0,3,0,0,0,0,0,0,17,64.07,89.09529735199999,38,3,3,3
CCCCN[NH3+],0.3,<rdkit.Chem.rdchem.Mol object at 0x140973220>,4,0,2,0,0,0,0,0,0,19,39.67,89.10732483608999,38,2,2,1
CC(C)C(F)S,2.4,<rdkit.Chem.rdchem.Mol object at 0x1409731c0>,4,0,0,1,0,0,1,0,0,15,0.0,108.040899508,38,2,1,1
CC(SCl)Cl,2.4,<rdkit.Chem.rdchem.Mol object at 0x140973100>,2,0,0,1,2,0,0,0,0,9,0.0,129.941076488,32,3,0,1
CN(C)SBr,1.7,<rdkit.Chem.rdchem.Mol object at 0x140972fe0>,2,0,1,1,0,0,0,0,1,11,3.24,154.940432292,32,3,0,2
C(CO)NCCF,-0.4,<rdkit.Chem.rdchem.Mol object at 0x1409730a0>,4,1,1,0,0,0,1,0,0,17,32.26,107.07464216,44,3,2,2
[2H]C([2H])(C([2H])(C([2H])([2H])O)O)O,-1.8,<rdkit.Chem.rdchem.Mol object at 0x140973040>,3,3,0,0,0,0,0,0,0,14,60.69,97.078727846,38,3,3,3
C=COSCl,2.0,<rdkit.Chem.rdchem.Mol object at 0x140972f80>,2,1,0,1,1,0,0,0,0,8,9.23,109.959313396,30,3,0,2
C[N+](C)(C)NN,-0.7,<rdkit.Chem.rdchem.Mol object at 0x140972e60>,3,0,3,0,0,0,0,0,0,18,38.05,90.10257380408999,38,3,2,2
[CH2]CCCCCOO,1.9,<rdkit.Chem.rdchem.Mol object at 0x140972f20>,6,2,0,0,0,0,0,0,0,21,29.46,117.091554656,49,2,1,2
CCC(C)CSC,2.6,<rdkit.Chem.rdchem.Mol object at 0x140972ec0>,6,0,0,1,0,0,0,0,0,21,0.0,118.08162144799999,44,1,0,1
CC(CCl)Br,2.0,<rdkit.Chem.rdchem.Mol object at 0x140972e00>,3,0,0,0,1,0,0,0,1,11,0.0,155.934139972,32,2,0,0
CCOOCCBr,1.3,<rdkit.Chem.rdchem.Mol object at 0x140972ce0>,4,2,0,0,0,0,0,0,1,16,18.46,167.978591628,44,3,0,2
CCCCSCCS,2.4,<rdkit.Chem.rdchem.Mol object at 0x140972da0>,6,0,0,2,0,0,0,0,0,22,0.0,150.053692448,50,2,1,2
C1C[NH2+]CSC1,0.7,<rdkit.Chem.rdchem.Mol object at 0x140972d40>,4,0,1,1,0,0,0,0,0,16,16.61,104.05284674008999,36,2,1,1
CCC(C)CNN,0.7,<rdkit.Chem.rdchem.Mol object at 0x140972c80>,5,0,2,0,0,0,0,0,0,21,38.05,102.11569844799999,44,2,2,2
C(NCBr)O,0.1,<rdkit.Chem.rdchem.Mol object at 0x140972b60>,2,1,1,0,0,0,0,0,1,11,32.26,138.963275912,32,3,2,2
CCC=PCC,-0.3,<rdkit.Chem.rdchem.Mol object at 0x140972c20>,5,0,0,0,0,1,0,0,0,17,0.0,102.059836982,36,1,0,0
[2H]C1=CC=CN=C1,0.7,<rdkit.Chem.rdchem.Mol object at 0x140972bc0>,5,0,1,0,0,0,0,0,0,11,12.89,80.048475906,30,1,0,1
CC(C)CC=O,1.0,<rdkit.Chem.rdchem.Mol object at 0x140972b00>,5,1,0,0,0,0,0,0,0,16,17.07,86.07316494,36,1,0,1
CCC[CH-]NCC,1.6,<rdkit.Chem.rdchem.Mol object at 0x1409729e0>,6,0,1,0,0,0,0,0,0,21,12.03,100.11317302791,44,1,1,1
C(C(Cl)Cl)[O-],2.0,<rdkit.Chem.rdchem.Mol object at 0x140972aa0>,2,1,0,0,2,0,0,0,0,8,23.06,112.95664365591,32,3,0,1
C(CCl)CI,2.3,<rdkit.Chem.rdchem.Mol object at 0x140972a40>,3,0,0,0,1,0,0,1,0,11,0.0,203.920275872,32,2,0,0
C(CO)CSCN,-0.3,<rdkit.Chem.rdchem.Mol object at 0x140972980>,4,1,1,1,0,0,0,0,0,18,46.25,121.056134972,44,3,2,3
C(CCNN)CNN,-1.4,<rdkit.Chem.rdchem.Mol object at 0x140972860>,4,0,4,0,0,0,0,0,0,22,76.1,118.12184644799999,50,4,4,4
CCNCCCCF,1.2,<rdkit.Chem.rdchem.Mol object at 0x140972920>,6,0,1,0,0,0,1,0,0,22,12.03,119.11102766799999,50,2,1,1
C(OOCI)I,1.6,<rdkit.Chem.rdchem.Mol object at 0x1409728c0>,2,2,0,0,0,0,0,2,0,10,18.46,313.8300753680001,38,4,0,2
C(C=O)PO,-1.0,<rdkit.Chem.rdchem.Mol object at 0x140972800>,2,2,0,0,0,1,0,0,0,10,37.3,92.00271603,30,3,1,2
[3H]I(C)P,1.2,<rdkit.Chem.rdchem.Mol object at 0x1409726e0>,1,0,0,0,0,1,0,1,0,9,0.0,177.93340906799997,22,2,0,0
CCC(CC)OS,2.4,<rdkit.Chem.rdchem.Mol object at 0x1409727a0>,5,1,0,1,0,0,0,0,0,19,9.23,120.060886004,44,2,1,2
C(CON)O[NH3+],-1.6,<rdkit.Chem.rdchem.Mol object at 0x140972740>,2,2,2,0,0,0,0,0,0,15,72.12,93.06585394809,38,4,2,3
C(O)[PH+](CO)CO,-1.8,<rdkit.Chem.rdchem.Mol object at 0x140972680>,3,3,0,0,0,1,0,0,0,17,60.69,125.03620723009,44,4,3,3
C1COOOOO1,0.0,<rdkit.Chem.rdchem.Mol object at 0x140972560>,2,5,0,0,0,0,0,0,0,11,46.150000000000006,108.00587322800001,42,5,0,5
CCCC([CH2-])[PH-],1.6,<rdkit.Chem.rdchem.Mol object at 0x140972620>,5,0,0,0,0,1,0,0,0,17,0.0,102.06093414182,38,1,0,0
COOP(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x1409725c0>,3,2,0,0,0,1,0,0,0,15,18.46,108.03401615799999,38,3,0,2
C=CC(Cl)I,2.2,<rdkit.Chem.rdchem.Mol object at 0x140972500>,3,0,0,0,1,0,0,1,0,9,0.0,201.904625808,30,2,0,0
CCCC[C@@H](C)[NH3+],1.5,<rdkit.Chem.rdchem.Mol object at 0x1409723e0>,6,0,1,0,0,0,0,0,0,23,27.64,102.12772593208999,44,1,1,0
C(C[C+]=O)CCl,0.6,<rdkit.Chem.rdchem.Mol object at 0x1409724a0>,4,1,0,0,1,0,0,0,0,12,17.07,105.01016891209,34,2,0,1
C/C=C/CCN,0.6,<rdkit.Chem.rdchem.Mol object at 0x140972440>,5,0,1,0,0,0,0,0,0,17,26.02,85.08914935199999,36,1,1,1
C(CN)CSS,0.4,<rdkit.Chem.rdchem.Mol object at 0x140972380>,3,0,1,2,0,0,0,0,0,15,26.02,123.017641288,38,3,2,3
CC(P)P(Cl)Cl,1.7,<rdkit.Chem.rdchem.Mol object at 0x140972260>,2,0,0,0,2,2,0,0,0,12,0.0,161.932178812,38,4,0,0
C[C@@H]([C@H](C)Br)S,2.1,<rdkit.Chem.rdchem.Mol object at 0x140972320>,4,0,0,1,0,0,0,0,1,15,0.0,167.960833388,38,2,1,1
C(CCP)CF,1.0,<rdkit.Chem.rdchem.Mol object at 0x1409722c0>,4,0,0,0,0,1,1,0,0,16,0.0,108.05041517,38,2,0,0
C(CBr)C(O)I,1.5,<rdkit.Chem.rdchem.Mol object at 0x140972200>,3,1,0,0,0,0,0,1,1,12,20.23,263.86467491200017,38,3,1,1
C1COSO1,0.3,<rdkit.Chem.rdchem.Mol object at 0x1409720e0>,2,2,0,1,0,0,0,0,0,9,18.46,91.993200368,30,3,0,3
CC(CCCBr)Cl,2.7,<rdkit.Chem.rdchem.Mol object at 0x1409721a0>,5,0,0,0,1,0,0,0,1,17,0.0,183.9654401,44,2,0,0
CCCN(C)CO,0.6,<rdkit.Chem.rdchem.Mol object at 0x140972140>,5,1,1,0,0,0,0,0,0,20,23.47,103.099714036,44,2,1,2
CC=CSC,1.6,<rdkit.Chem.rdchem.Mol object at 0x140972080>,4,0,0,1,0,0,0,0,0,13,0.0,88.034671256,30,1,0,1
C[C-]1PC(=[PH+]1)C,-0.9,<rdkit.Chem.rdchem.Mol object at 0x140971f60>,4,0,0,0,0,2,0,0,0,14,0.0,118.010123516,34,2,0,0
C1CP1I,0.6,<rdkit.Chem.rdchem.Mol object at 0x140972020>,2,0,0,0,0,1,0,1,0,8,0.0,185.909534758,24,2,0,0
C1=CC=PC=C1,-0.3,<rdkit.Chem.rdchem.Mol object at 0x140971fc0>,5,0,0,0,0,1,0,0,0,11,0.0,96.01288679,30,1,0,0
CCSCNNC,0.7,<rdkit.Chem.rdchem.Mol object at 0x140971f00>,4,0,2,1,0,0,0,0,0,19,24.06,120.07211938399999,44,3,2,3
CCCCOCCI,3.1,<rdkit.Chem.rdchem.Mol object at 0x140971de0>,6,1,0,0,0,0,0,1,0,21,9.23,228.001113036,50,2,0,1
CCC(C)OCl,2.2,<rdkit.Chem.rdchem.Mol object at 0x140971ea0>,4,1,0,0,1,0,0,0,0,15,9.23,108.034192588,38,2,0,1
C[C@@H](CSN)F,0.5,<rdkit.Chem.rdchem.Mol object at 0x140971e40>,3,0,1,1,0,0,1,0,0,14,26.02,109.036148476,38,3,1,2
C(/C=C\O)I,1.4,<rdkit.Chem.rdchem.Mol object at 0x140971d80>,3,1,0,0,0,0,0,1,0,10,20.23,183.93851278,30,2,1,1
CCCC(CC)I,3.9,<rdkit.Chem.rdchem.Mol object at 0x140971c60>,6,0,0,0,0,0,0,1,0,20,0.0,212.006198416,44,1,0,0
CCC(O)P,0.3,<rdkit.Chem.rdchem.Mol object at 0x140971d20>,3,1,0,0,0,1,0,0,0,14,20.23,92.039101538,32,2,1,1
C(CNCCO)N,-1.7,<rdkit.Chem.rdchem.Mol object at 0x140971cc0>,4,1,2,0,0,0,0,0,0,19,58.28,104.094963004,44,3,3,3
[2H]C([2H])([2H])C(=O)Cl,0.8,<rdkit.Chem.rdchem.Mol object at 0x140971c00>,2,1,0,0,1,0,0,0,0,7,17.07,81.00607263399999,24,2,0,1
CCCCNCCBr,1.8,<rdkit.Chem.rdchem.Mol object at 0x140971ae0>,6,0,1,0,0,0,0,0,1,22,12.03,179.030961548,50,2,1,1
C[CH+]CCC(C)C,3.7,<rdkit.Chem.rdchem.Mol object at 0x140971ba0>,7,0,0,0,0,0,0,0,0,22,0.0,99.11682690008999,42,0,0,0
CCOP(F)Cl,1.7,<rdkit.Chem.rdchem.Mol object at 0x140971b40>,2,1,0,0,1,1,1,0,0,11,9.23,129.97505731,38,4,0,1
CC(C)(C)[IH+],2.7,<rdkit.Chem.rdchem.Mol object at 0x140971a80>,4,0,0,0,0,0,0,1,0,15,0.0,184.98217474009,32,1,0,0
C[C@H]([C@@H](C)[NH3+])[NH3+],-0.8,<rdkit.Chem.rdchem.Mol object at 0x140971960>,4,0,2,0,0,0,0,0,0,20,55.28,90.11460128817998,38,2,2,0
C(CI)NCO,0.3,<rdkit.Chem.rdchem.Mol object at 0x140971a20>,3,1,1,0,0,0,0,1,0,14,32.26,200.965061876,38,3,2,2
C(C=CBr)I,2.4,<rdkit.Chem.rdchem.Mol object at 0x1409719c0>,3,0,0,0,0,0,0,1,1,9,0.0,245.854110228,30,2,0,0
CC(CBr)N,0.5,<rdkit.Chem.rdchem.Mol object at 0x140971900>,3,0,1,0,0,0,0,0,1,13,26.02,136.984011356,32,2,1,1
C[C@@H](CN)CNC,-0.3,<rdkit.Chem.rdchem.Mol object at 0x1409717e0>,5,0,2,0,0,0,0,0,0,21,38.05,102.11569844799999,44,2,2,2
CC(C(F)F)N,0.6,<rdkit.Chem.rdchem.Mol object at 0x1409718a0>,3,0,1,0,0,0,2,0,0,13,26.02,95.054655664,38,3,1,1
CCC(CC)Cl,2.7,<rdkit.Chem.rdchem.Mol object at 0x140971840>,5,0,0,0,1,0,0,0,0,17,0.0,106.05492803199999,38,1,0,0
CPCCl,0.6,<rdkit.Chem.rdchem.Mol object at 0x140971780>,2,0,0,0,1,1,0,0,0,10,0.0,95.989564502,26,2,0,0
C(CP=S)O,0.2,<rdkit.Chem.rdchem.Mol object at 0x140971660>,2,1,0,1,0,1,0,0,0,10,20.23,107.97987241,30,3,1,2
CSCCCCN,0.6,<rdkit.Chem.rdchem.Mol object at 0x140971720>,5,0,1,1,0,0,0,0,0,20,26.02,119.07687041599999,44,2,1,2
CCCOOO,0.5,<rdkit.Chem.rdchem.Mol object at 0x1409716c0>,3,3,0,0,0,0,0,0,0,14,38.69,92.047344116,38,3,1,3
[CH]PC#P,-0.2,<rdkit.Chem.rdchem.Mol object at 0x140971600>,2,0,0,0,0,2,0,0,0,6,0.0,87.963173324,20,2,0,0
CN(C)CC=C,0.9,<rdkit.Chem.rdchem.Mol object at 0x1409714e0>,5,0,1,0,0,0,0,0,0,17,3.24,85.08914935199999,36,1,0,1
CCCN(O)[O-],0.1,<rdkit.Chem.rdchem.Mol object at 0x1409715a0>,3,2,1,0,0,0,0,0,0,14,46.53,90.05605207591,38,3,1,3
C(C(F)(F)F)Cl,1.9,<rdkit.Chem.rdchem.Mol object at 0x140971540>,2,0,0,0,1,0,3,0,0,8,0.0,117.979712404,38,4,0,0
[2H]I(C[3H])F,1.9,<rdkit.Chem.rdchem.Mol object at 0x140971480>,1,0,0,0,0,0,1,1,0,7,0.0,164.94867734,22,2,0,0
C(=O)N(Cl)Cl,0.8,<rdkit.Chem.rdchem.Mol object at 0x140971360>,1,1,1,0,2,0,0,0,0,6,20.310000000000002,112.943519012,30,4,0,1
CCOC=CC,1.4,<rdkit.Chem.rdchem.Mol object at 0x140971420>,5,1,0,0,0,0,0,0,0,16,9.23,86.07316494,36,1,0,1
[2H][CH]C([2H])[CH]PC,0.8,<rdkit.Chem.rdchem.Mol object at 0x1409713c0>,4,0,0,0,0,1,0,0,0,14,0.0,90.05674041,30,1,0,0
C(N(CCl)N)Cl,0.9,<rdkit.Chem.rdchem.Mol object at 0x140971300>,2,0,2,0,2,0,0,0,0,12,29.259999999999998,127.99080355199999,38,4,1,2
